iter	Passed	Remaining
230	5067	16871
231	5094	16863
232	5118	16849
233	5142	16833
234	5161	16800
235	5187	16794
236	5209	16770
237	5233	16756
238	5254	16731
239	5280	16723
240	5303	16702
241	5324	16678
242	5345	16652
243	5369	16636
244	5391	16613
245	5414	16596
246	5435	16571
247	5457	16548
248	5483	16538
249	5506	16519
250	5525	16489
251	5550	16474
252	5572	16452
253	5592	16425
254	5614	16401
255	5686	16525
256	5717	16528
257	5736	16497
258	5755	16465
259	5775	16438
260	5795	16409
261	5816	16384
262	5836	16356
263	5857	16328
264	5877	16301
265	5905	16296
266	5928	16274
267	5948	16247
268	5967	16216
269	5988	16191
270	6006	16157
271	6027	16132
272	6047	16104
273	6071	16086
274	6099	16079
275	6119	16051
276	6145	16041
277	6167	16016
278	6189	15994
279	6209	15967
280	6228	15937
281	6249	15911
282	6273	15894
283	6293	15865
284	6313	15838
285	6335	15816
286	6359	15799
287	6379	15772
288	6397	15740
289	6423	15725
290	6443	15698
291	6464	15674
292	6485	15650
293	6508	15628
294	6531	15608
295	6555	15590
296	6574	15562
297	6594	15534
298	6613	15504
299	6638	15489
300	6657	15460
301	6679	15438
302	6704	15422
303	6725	15398
304	6747	15374
305	6767	15347
306	6786	15318
307	6806	15293
308	6825	15264
309	6847	15241
310	6870	15220
311	6892	15199
312	6912	15172
313	6937	15156
314	6968	15154
315	6989	15129
316	7009	15101
317	7032	15081
318	7055	15061
319	7078	15040
320	7100	15020
321	7123	14999
322	7144	14975
323	7165	14949
324	7186	14925
325	7212	14911
326	7233	14886
327	7252	14858
328	7273	14833
329	7298	14817
330	7318	14791
331	7339	14767
332	7358	14738
333	7378	14712
334	7396	14683
335	7417	14657
336	7437	14631
337	7460	14611
338	7481	14588
339	7505	14569
340	7527	14547
341	7550	14527
342	7567	14495
343	7587	14469
344	7605	14440
345	7626	14415
346	7645	14388
347	7665	14361
348	7691	14347
349	7712	14324
350	7736	14305
351	7757	14280
352	7778	14257
353	7801	14236
354	7821	14211
355	7843	14189
356	7867	14169
357	7887	14144
358	7906	14116
359	7929	14096
360	7951	14074
361	7971	14049
362	7993	14026
363	8019	14011
364	8039	13986
365	8059	13960
366	8079	13935
367	8102	13915
368	8125	13893
369	8145	13869
370	8168	13849
371	8190	13827
372	8209	13800
373	8233	13780
374	8253	13755
375	8275	13734
376	8298	13713
377	8317	13687
378	8337	13661
379	8359	13639
380	8382	13618
381	8403	13594
382	8423	13569
383	8445	13547
384	8465	13522
385	8485	13496
386	8502	13467
387	8523	13444
388	8547	13424
389	8569	13403
390	8590	13379
391	8608	13351
392	8630	13329
393	8651	13305
394	8670	13280
395	8692	13258
396	8713	13234
397	8734	13211
398	8754	13186
399	8779	13168
400	8799	13144
401	8819	13119
402	8842	13099
403	8861	13072
404	8880	13046
405	8899	13020
406	8921	12998
407	8939	12971
408	8962	12950
409	8981	12925
410	9004	12904
411	9026	12882
412	9056	12871
413	9076	12847
414	9102	12831
415	9124	12809
416	9144	12784
417	9165	12762
418	9191	12745
419	9213	12723
420	9237	12704
421	9257	12679
422	9277	12654
423	9301	12636
424	9328	12620
425	9350	12598
426	9371	12575
427	9394	12555
428	9414	12531
429	9437	12510
430	9459	12488
431	9479	12464
432	9506	12448
433	9528	12426
434	9557	12413
435	9584	12398
436	9604	12373
437	9623	12348
438	9645	12325
439	9664	12300
440	9687	12279
441	9710	12258
442	9736	12241
443	9758	12219
444	9777	12195
445	9799	12172
446	9826	12156
447	9851	12138
448	9875	12118
449	9896	12095
450	9919	12075
451	9941	12052
452	9961	12028
453	9983	12006
454	10005	11985
455	10027	11963
456	10052	11944
457	10073	11921
458	10094	11897
459	10119	11879
460	10142	11858
461	10163	11835
462	10183	11811
463	10203	11786
464	10224	11763
465	10248	11743
466	10268	11719
467	10285	11692
468	10309	11671
469	10330	11649
470	10351	11626
471	10371	11601
472	10392	11579
473	10412	11554
474	10432	11530
475	10452	11506
476	10476	11486
477	10497	11464
478	10517	11439
479	10534	11411
480	10559	11393
481	10579	11370
482	10601	11347
483	10626	11329
484	10647	11305
485	10673	11288
486	10693	11264
487	10715	11242
488	10738	11221
489	10759	11198
490	10781	11176
491	10805	11156
492	10829	11136
493	10851	11115
494	10874	11093
495	10895	11071
496	10914	11045
497	10931	11018
498	10952	10996
499	10972	10972
500	10991	10947
501	11010	10922
502	11035	10903
503	11062	10886
504	11083	10863
505	11103	10839
506	11119	10812
507	11143	10792
508	11164	10769
509	11188	10750
510	11209	10727
511	11234	10707
512	11256	10685
513	11278	10663
514	11300	10641
515	11322	10620
516	11346	10600
517	11367	10577
518	11389	10555
519	11417	10539
520	11438	10516
521	11460	10494
522	11478	10468
523	11502	10449
524	11523	10426
525	11542	10401
526	11563	10378
527	11581	10353
528	11602	10329
529	11627	10311
530	11647	10287
531	11674	10269
532	11694	10246
533	11712	10220
534	11734	10199
535	11753	10174
536	11774	10152
537	11793	10127
538	11814	10104
539	11839	10085
540	11859	10062
541	11876	10036
542	11897	10013
543	11921	9993
544	11947	9974
545	11965	9949
546	11989	9929
547	12007	9904
548	12029	9881
549	12052	9861
550	12076	9840
551	12102	9821
552	12123	9799
553	12147	9779
554	12169	9757
555	12190	9734
556	12219	9718
557	12239	9695
558	12260	9672
559	12284	9652
560	12302	9627
561	12322	9603
562	12343	9580
563	12367	9560
564	12386	9536
565	12408	9514
566	12432	9494
567	12453	9471
568	12476	9450
569	12503	9432
570	12522	9408
571	12544	9386
572	12566	9364
573	12586	9341
574	12605	9316
575	12627	9295
576	12647	9272
577	12668	9249
578	12690	9227
579	12715	9207
580	12736	9185
581	12755	9160
582	12773	9136
583	12797	9116
584	12817	9093
585	12844	9074
586	12868	9054
587	12888	9030
588	12907	9007
589	12928	8984
590	12951	8963
591	12970	8939
592	12994	8918
593	13014	8895
594	13037	8874
595	13058	8851
596	13080	8830
597	13103	8808
598	13125	8786
599	13146	8764
600	13167	8741
601	13190	8720
602	13218	8702
603	13237	8678
604	13259	8657
605	13280	8634
606	13308	8616
607	13328	8593
608	13345	8568
609	13366	8546
610	13389	8524
611	13413	8503
612	13434	8481
613	13453	8457
614	13471	8433
615	13489	8409
616	13510	8386
617	13533	8365
618	13551	8341
619	13567	8315
620	13588	8293
621	13605	8268
622	13623	8244
623	13642	8220
624	13667	8200
625	13688	8178
626	13704	8153
627	13722	8128
628	13740	8104
629	13759	8080
630	13781	8059
631	13801	8036
632	13818	8011
633	13837	7988
634	13856	7964
635	13874	7940
636	13891	7916
637	13909	7892
638	13928	7869
639	13949	7846
640	13969	7823
641	13988	7800
642	14005	7776
643	14024	7752
644	14050	7733
645	14074	7712
646	14095	7690
647	14113	7666
648	14128	7641
649	14144	7616
650	14162	7592
651	14181	7569
652	14198	7544
653	14217	7521
654	14235	7498
655	14251	7473
656	14268	7449
657	14285	7425
658	14302	7400
659	14323	7378
660	14341	7354
661	14357	7330
662	14375	7306
663	14393	7283
664	14413	7260
665	14434	7238
666	14452	7215
667	14468	7191
668	14487	7168
669	14506	7144
670	14523	7120
671	14542	7098
672	14563	7075
673	14581	7052
674	14599	7029
675	14619	7006
676	14640	6985
677	14659	6962
678	14677	6938
679	14697	6916
680	14713	6892
681	14731	6868
682	14753	6847
683	14772	6824
684	14789	6801
685	14810	6779
686	14830	6756
687	14857	6737
688	14878	6715
689	14896	6692
690	14916	6670
691	14935	6647
692	14953	6624
693	14971	6601
694	14990	6578
695	15006	6554
696	15026	6532
697	15043	6508
698	15064	6487
699	15085	6465
700	15104	6442
701	15122	6419
702	15140	6396
703	15161	6374
704	15177	6350
705	15198	6329
706	15215	6305
707	15230	6281
708	15248	6258
709	15264	6234
710	15281	6211
711	15299	6188
712	15316	6165
713	15335	6142
714	15357	6121
715	15375	6098
716	15393	6075
717	15414	6053
718	15431	6030
719	15448	6007
720	15465	5984
721	15483	5961
722	15499	5938
723	15514	5914
724	15533	5891
725	15550	5868
726	15568	5846
727	15587	5823
728	15603	5800
729	15626	5779
730	15644	5756
731	15672	5737
732	15688	5714
733	15706	5691
734	15724	5669
735	15743	5647
736	15762	5624
737	15780	5602
738	15799	5580
739	15822	5559
740	15843	5537
741	15861	5515
742	15881	5493
743	15903	5472
744	15922	5450
745	15940	5427
746	15956	5404
747	15974	5381
748	15989	5358
749	16007	5335
750	16027	5314
751	16050	5293
752	16066	5270
753	16085	5247
754	16102	5225
755	16118	5202
756	16134	5179
757	16155	5157
758	16172	5135
759	16189	5112
760	16206	5089
761	16224	5067
762	16240	5044
763	16258	5022
764	16275	4999
765	16291	4976
766	16317	4956
767	16337	4935
768	16356	4913
769	16382	4893
770	16402	4871
771	16434	4853
772	16456	4832
773	16479	4811
774	16501	4790
775	16522	4769
776	16549	4749
777	16568	4727
778	16597	4708
779	16629	4690
780	16655	4670
781	16681	4650
782	16705	4629
783	16732	4609
784	16750	4587
785	16767	4565
786	16785	4542
787	16802	4520
788	16821	4498
789	16839	4476
790	16854	4453
791	16871	4430
792	16888	4408
793	16908	4386
794	16926	4364
795	16946	4343
796	16966	4321
797	16983	4299
798	17000	4276
799	17017	4254
800	17035	4232
801	17052	4209
802	17071	4188
803	17088	4165
804	17102	4142
805	17116	4119
806	17131	4097
807	17145	4074
808	17159	4051
809	17173	4028
810	17185	4004
811	17203	3983
812	17222	3961
813	17235	3938
814	17246	3914
815	17262	3892
816	17274	3869
817	17290	3846
818	17303	3824
819	17316	3801
820	17329	3778
821	17343	3755
822	17356	3732
823	17369	3709
824	17380	3686
825	17393	3663
826	17408	3641
827	17421	3618
828	17433	3596
829	17447	3573
830	17459	3550
831	17477	3529
832	17491	3506
833	17505	3484
834	17519	3461
835	17533	3439
836	17546	3416
837	17558	3394
838	17572	3372
839	17586	3349
840	17599	3327
841	17611	3304
842	17626	3282
843	17638	3260
844	17652	3238
845	17669	3216
846	17684	3194
847	17697	3172
848	17711	3150
849	17726	3128
850	17739	3105
851	17753	3084
852	17767	3061
853	17779	3039
854	17792	3017
855	17803	2995
856	17815	2972
857	17832	2951
858	17845	2929
859	17857	2907
860	17867	2884
861	17879	2862
862	17889	2839
863	17898	2817
864	17909	2795
865	17918	2772
866	17928	2750
867	17939	2728
868	17948	2705
869	17959	2683
870	17969	2661
871	17979	2639
872	17993	2617
873	18004	2595
874	18014	2573
875	18023	2551
876	18031	2528
877	18041	2506
878	18051	2484
879	18058	2462
880	18065	2440
881	18074	2418
882	18084	2396
883	18091	2374
884	18099	2351
885	18108	2330
886	18118	2308
887	18125	2286
888	18133	2264
889	18141	2242
890	18150	2220
891	18160	2198
892	18169	2177
893	18178	2155
894	18187	2133
895	18196	2112
896	18205	2090
897	18215	2068
898	18227	2047
899	18238	2026
900	18247	2005
901	18255	1983
902	18264	1962
903	18272	1940
904	18281	1919
905	18289	1897
906	18298	1876
907	18306	1854
908	18317	1833
909	18325	1812
910	18335	1791
911	18343	1769
912	18350	1748
913	18358	1727
914	18366	1706
915	18376	1685
916	18391	1664
917	18401	1643
918	18410	1622
919	18418	1601
920	18428	1580
921	18437	1559
922	18447	1538
923	18455	1517
924	18463	1497
925	18470	1476
926	18479	1455
927	18486	1434
928	18497	1413
929	18507	1393
930	18516	1372
931	18527	1351
932	18535	1331
933	18549	1310
934	18555	1289
935	18562	1269
936	18568	1248
937	18576	1227
938	18582	1207
939	18589	1186
940	18595	1165
941	18602	1145
942	18610	1124
943	18616	1104
944	18623	1083
945	18628	1063
946	18634	1042
947	18640	1022
948	18646	1002
949	18652	981
950	18658	961
951	18664	941
952	18672	920
953	18678	900
954	18683	880
955	18690	860
956	18695	840
957	18703	819
958	18709	799
959	18715	779
960	18721	759
961	18727	739
962	18733	719
963	18739	699
964	18744	679
965	18751	659
966	18758	640
967	18765	620
968	18771	600
969	18776	580
970	18784	561
971	18789	541
972	18795	521
973	18803	501
974	18808	482
975	18815	462
976	18820	443
977	18825	423
978	18832	403
979	18837	384
980	18842	364
981	18849	345
982	18854	326
983	18861	306
984	18866	287
985	18872	267
986	18878	248
987	18884	229
988	18890	210
989	18897	190
990	18903	171
991	18908	152
992	18914	133
993	18920	114
994	18926	95
995	18932	76
996	18937	56
997	18944	37
998	18949	18
999	18955	0
